date,CPI,INFLATION,FEDERAL_FUNDS_RATE,REAL_GDP,REAL_GDP_PER_CAPITA,UNEMPLOYMENT,NONFARM_PAYROLL,DURABLES,RETAIL_SALES
2020-02-01,258.678,1.23358439630629,1.58,20284.5,62463.0,3.5,150966.0,231704.0,406334.0
2020-03-01,258.115,1.23358439630629,0.65,20284.5,62463.0,4.4,149952.0,225253.0,418905.0
2020-04-01,256.389,1.23358439630629,0.05,20284.5,57504.0,14.8,130252.0,161429.0,370640.0
2020-05-01,256.394,1.23358439630629,0.05,20284.5,57504.0,13.2,133421.0,180117.0,453681.0
2020-06-01,257.797,1.23358439630629,0.08,20284.5,57504.0,11.0,138507.0,218991.0,470558.0
2020-07-01,259.101,1.23358439630629,0.09,20284.5,61936.0,10.2,139105.0,211250.0,482855.0
2020-08-01,259.918,1.23358439630629,0.1,20284.5,61936.0,8.4,140728.0,226564.0,477634.0
2020-09-01,260.28,1.23358439630629,0.09,20284.5,61936.0,7.8,141957.0,243801.0,464750.0
2020-10-01,260.388,1.23358439630629,0.09,20284.5,62605.0,6.9,143565.0,239440.0,483724.0
2020-11-01,260.229,1.23358439630629,0.09,20284.5,62605.0,6.7,144117.0,226414.0,481279.0
2020-12-01,260.474,1.23358439630629,0.09,20284.5,62605.0,6.7,143604.0,249434.0,546891.0
2021-01-01,261.582,4.69785886363742,0.09,21532.407,63490.0,6.4,140975.0,225052.0,453810.0
2021-02-01,263.014,4.69785886363742,0.08,21532.407,63490.0,6.2,142129.0,238369.0,429546.0
2021-03-01,264.877,4.69785886363742,0.07,21532.407,63490.0,6.1,143308.0,280429.0,550304.0
2021-04-01,267.054,4.69785886363742,0.07,21532.407,64539.0,6.1,144403.0,249194.0,544021.0
2021-05-01,269.195,4.69785886363742,0.06,21532.407,64539.0,5.8,145391.0,248786.0,554921.0
2021-06-01,271.696,4.69785886363742,0.08,21532.407,64539.0,5.9,146627.0,276979.0,547334.0
2021-07-01,273.003,4.69785886363742,0.1,21532.407,64990.0,5.4,146619.0,242240.0,542000.0
2021-08-01,273.567,4.69785886363742,0.09,21532.407,64990.0,5.1,147159.0,267259.0,539655.0
2021-09-01,274.31,4.69785886363742,0.08,21532.407,64990.0,4.7,147918.0,274184.0,518687.0
2021-10-01,276.589,4.69785886363742,0.08,21532.407,66010.0,4.5,149606.0,261720.0,542452.0
2021-11-01,277.948,4.69785886363742,0.08,21532.407,66010.0,4.2,150543.0,259070.0,563029.0
2021-12-01,278.802,4.69785886363742,0.08,21532.407,66010.0,3.9,150740.0,283745.0,613925.0
2022-01-01,281.148,8.00279982052121,0.08,22075.931,65770.0,4.0,147932.0,255717.0,505782.0
2022-02-01,283.716,8.00279982052121,0.08,22075.931,65770.0,3.8,149606.0,263234.0,496221.0
2022-03-01,287.504,8.00279982052121,0.2,22075.931,65770.0,3.7,150413.0,307141.0,584512.0
2022-04-01,289.109,8.00279982052121,0.33,22075.931,65774.0,3.7,151434.0,273343.0,582200.0
2022-05-01,292.296,8.00279982052121,0.77,22075.931,65774.0,3.6,152264.0,277139.0,601192.0
2022-06-01,296.311,8.00279982052121,1.21,22075.931,65774.0,3.6,153176.0,305545.0,594419.0
2022-07-01,296.276,8.00279982052121,1.68,22075.931,66115.0,3.5,152813.0,261816.0,584625.0
2022-08-01,296.171,8.00279982052121,2.33,22075.931,66115.0,3.6,153209.0,291139.0,597265.0
2022-09-01,296.808,8.00279982052121,2.56,22075.931,66115.0,3.5,153730.0,298504.0,562463.0
2022-10-01,298.012,8.00279982052121,3.08,22075.931,66427.0,3.6,154936.0,285488.0,581106.0
2022-11-01,297.711,8.00279982052121,3.78,22075.931,66427.0,3.6,155519.0,269339.0,588876.0
2022-12-01,296.797,8.00279982052121,4.1,22075.931,66427.0,3.5,155210.0,296162.0,637438.0
2023-01-01,299.17,4.11633838374488,4.33,22723.719,66781.0,3.5,152689.0,264974.0,535580.0
2023-02-01,300.84,4.11633838374488,4.57,22723.719,66781.0,3.6,153818.0,266510.0,516582.0
2023-03-01,301.836,4.11633838374488,4.65,22723.719,66781.0,3.5,154253.0,321827.0,589560.0
2023-04-01,303.363,4.11633838374488,4.83,22723.719,67067.0,3.4,155155.0,278991.0,574331.0
2023-05-01,304.127,4.11633838374488,5.06,22723.719,67067.0,3.6,156038.0,293015.0,615939.0
2023-06-01,305.109,4.11633838374488,5.08,22723.719,67067.0,3.6,156701.0,325891.0,597476.0
2023-07-01,305.691,4.11633838374488,5.12,22723.719,67677.0,3.5,155779.0,268632.0,591150.0
2023-08-01,307.026,4.11633838374488,5.33,22723.719,67677.0,3.7,156107.0,299258.0,613511.0
2023-09-01,307.789,4.11633838374488,5.33,22723.719,67677.0,3.8,156563.0,310922.0,579306.0
2023-10-01,307.671,4.11633838374488,5.33,22723.719,68075.0,3.9,157531.0,287374.0,594266.0
2023-11-01,307.051,4.11633838374488,5.33,22723.719,68075.0,3.7,157950.0,289825.0,608426.0
2023-12-01,306.746,4.11633838374488,5.33,22723.719,68075.0,3.8,157828.0,302889.0,657243.0
2024-01-01,308.417,2.94952520485207,5.33,23358.435,68065.0,3.7,154942.0,260793.0,539834.0
2024-02-01,310.326,2.94952520485207,5.33,23358.435,68065.0,3.9,156007.0,276818.0,544169.0
2024-03-01,312.332,2.94952520485207,5.33,23358.435,68065.0,3.9,156612.0,310791.0,597695.0
2024-04-01,313.548,2.94952520485207,5.33,23358.435,68504.0,3.9,157438.0,283604.0,593774.0
2024-05-01,314.069,2.94952520485207,5.33,23358.435,68504.0,4.0,158256.0,292417.0,631832.0
2024-06-01,314.175,2.94952520485207,5.33,23358.435,68504.0,4.1,158722.0,293814.0,592999.0
2024-07-01,314.54,2.94952520485207,5.33,23358.435,68926.0,4.2,157771.0,274553.0,618432.0
2024-08-01,314.796,2.94952520485207,5.33,23358.435,68926.0,4.2,158070.0,296334.0,622421.0
2024-09-01,315.301,2.94952520485207,5.13,23358.435,68926.0,4.1,158527.0,305227.0,579083.0
2024-10-01,315.664,2.94952520485207,4.83,23358.435,69136.0,4.1,159352.0,301091.0,622738.0
2024-11-01,315.493,2.94952520485207,4.64,23358.435,69136.0,4.2,159882.0,275007.0,630399.0
2024-12-01,315.605,2.94952520485207,4.48,23358.435,69136.0,4.1,159923.0,292565.0,691312.0
2025-01-01,317.671,2.94952520485207,4.33,23358.435,68937.0,4.0,157095.0,270025.0,566662.0
2025-02-01,319.082,2.94952520485207,4.33,23358.435,68937.0,4.1,157944.0,276587.0,543970.0
2025-03-01,319.799,2.94952520485207,4.33,23358.435,68937.0,4.2,158402.0,341353.0,624954.0
2025-04-01,320.795,2.94952520485207,4.33,23358.435,69499.0,4.2,159227.0,291088.0,623756.0
2025-05-01,321.465,2.94952520485207,4.33,23358.435,69499.0,4.2,159930.0,343734.0,647306.0
2025-06-01,322.561,2.94952520485207,4.33,23358.435,69499.0,4.1,160256.0,330862.0,616031.0
2025-07-01,323.048,2.94952520485207,4.33,23358.435,69499.0,4.2,159219.0,284519.0,644493.0
2025-08-01,323.976,2.94952520485207,4.33,23358.435,69499.0,4.3,159415.0,311567.0,640896.0
2025-09-01,324.8,2.94952520485207,4.22,23358.435,69499.0,4.4,159732.0,334637.0,610952.0
